id,contentment
29521,content
51378,neutral or discontent
128247,content
38798,neutral or discontent
8711,neutral or discontent
52679,neutral or discontent
68772,neutral or discontent
84497,neutral or discontent
96230,content
89514,content
33595,neutral or discontent
38042,content
61738,neutral or discontent
111619,neutral or discontent
109151,content
24977,content
38370,neutral or discontent
104202,neutral or discontent
121654,content
102150,content
97358,neutral or discontent
76516,content
54521,neutral or discontent
39495,content
84892,neutral or discontent
114019,content
31771,content
34454,neutral or discontent
126937,content
28496,neutral or discontent
97515,content
43731,neutral or discontent
40692,content
8963,neutral or discontent
26352,content
47475,neutral or discontent
68385,content
85484,neutral or discontent
114526,neutral or discontent
81351,neutral or discontent
14578,neutral or discontent
115307,neutral or discontent
40368,content
45061,content
75747,neutral or discontent
124052,content
55891,content
116414,neutral or discontent
83819,content
119820,content
76307,content
61640,content
15529,neutral or discontent
61804,neutral or discontent
57595,neutral or discontent
4853,content
75283,neutral or discontent
18533,content
14745,neutral or discontent
39690,content
95486,content
105083,content
62300,content
123632,content
20073,neutral or discontent
122936,content
120276,neutral or discontent
51964,content
26163,content
114382,neutral or discontent
31228,neutral or discontent
67065,content
118193,neutral or discontent
48696,content
50134,neutral or discontent
77140,neutral or discontent
5225,neutral or discontent
89419,neutral or discontent
89125,neutral or discontent
66223,content
46618,neutral or discontent
22468,neutral or discontent
10911,content
28203,neutral or discontent
21816,neutral or discontent
54050,content
84555,neutral or discontent
90291,neutral or discontent
34354,content
5605,neutral or discontent
113970,neutral or discontent
98699,neutral or discontent
114860,content
69323,content
3879,content
25395,neutral or discontent
108199,neutral or discontent
121118,content
96662,neutral or discontent
22887,neutral or discontent
64416,content
77155,content
108067,neutral or discontent
45757,neutral or discontent
88006,content
15014,neutral or discontent
76998,content
76878,content
111234,neutral or discontent
88242,content
79220,neutral or discontent
47893,neutral or discontent
50295,content
81534,neutral or discontent
6302,content
53873,content
5006,neutral or discontent
86425,neutral or discontent
76799,neutral or discontent
91685,content
71474,neutral or discontent
29713,content
37748,neutral or discontent
109331,content
65404,neutral or discontent
99492,neutral or discontent
48100,content
17980,neutral or discontent
123108,neutral or discontent
3297,neutral or discontent
38258,neutral or discontent
41417,neutral or discontent
16847,neutral or discontent
118268,neutral or discontent
112503,neutral or discontent
31737,content
23384,neutral or discontent
30983,neutral or discontent
18451,content
87791,content
42519,neutral or discontent
103493,neutral or discontent
69326,content
116833,neutral or discontent
112910,content
8400,neutral or discontent
91345,neutral or discontent
75780,neutral or discontent
124298,neutral or discontent
76569,neutral or discontent
47111,neutral or discontent
9988,neutral or discontent
909,content
8755,neutral or discontent
66078,neutral or discontent
86451,neutral or discontent
119127,neutral or discontent
74399,content
74618,neutral or discontent
124836,neutral or discontent
6704,neutral or discontent
16001,neutral or discontent
127104,content
3756,neutral or discontent
114460,content
37156,neutral or discontent
116106,neutral or discontent
29815,content
65230,neutral or discontent
58207,neutral or discontent
39592,neutral or discontent
331,neutral or discontent
32362,content
122992,neutral or discontent
47361,content
69137,content
48166,content
50090,content
76864,content
41095,content
102163,content
74370,content
96470,content
68117,neutral or discontent
124443,neutral or discontent
96949,content
9266,content
95283,neutral or discontent
124468,neutral or discontent
53384,neutral or discontent
1227,neutral or discontent
79492,neutral or discontent
61260,neutral or discontent
13890,neutral or discontent
70389,content
64706,content
89464,content
78523,neutral or discontent
111111,neutral or discontent
39411,content
15140,neutral or discontent
86029,neutral or discontent
42731,neutral or discontent
69725,neutral or discontent
54420,neutral or discontent
53446,content
102004,neutral or discontent
80084,neutral or discontent
114505,neutral or discontent
114900,content
82817,neutral or discontent
74182,neutral or discontent
81100,content
1743,neutral or discontent
113212,content
110119,content
42614,neutral or discontent
78175,content
84492,neutral or discontent
80681,neutral or discontent
948,neutral or discontent
43325,content
91735,neutral or discontent
14022,neutral or discontent
69715,content
54084,neutral or discontent
98255,neutral or discontent
110443,neutral or discontent
113426,neutral or discontent
24248,content
71397,content
102509,neutral or discontent
53631,neutral or discontent
51658,neutral or discontent
32650,neutral or discontent
113923,neutral or discontent
107397,content
72719,content
84863,content
97668,neutral or discontent
62372,content
12483,neutral or discontent
32363,neutral or discontent
110358,content
82644,neutral or discontent
60607,neutral or discontent
60940,content
78296,neutral or discontent
87608,neutral or discontent
41093,content
38512,content
70671,content
7607,content
52463,neutral or discontent
123662,neutral or discontent
81533,neutral or discontent
55798,content
39628,neutral or discontent
73874,neutral or discontent
38984,content
8780,content
26448,content
24685,content
101131,neutral or discontent
36933,neutral or discontent
42523,content
32519,content
96980,content
117248,neutral or discontent
56378,content
81840,neutral or discontent
29716,neutral or discontent
27195,content
54205,content
86580,neutral or discontent
40588,neutral or discontent
75407,content
19013,neutral or discontent
62545,content
115552,neutral or discontent
102584,content
101765,neutral or discontent
71023,content
110616,content
101044,content
60214,content
67647,neutral or discontent
88088,content
95017,neutral or discontent
83047,neutral or discontent
76428,neutral or discontent
44301,neutral or discontent
58719,content
78274,content
122600,content
6746,content
111741,content
38529,neutral or discontent
24482,neutral or discontent
51787,neutral or discontent
15798,content
28332,content
71860,neutral or discontent
11020,content
115656,content
66275,neutral or discontent
102476,neutral or discontent
64431,content
80475,neutral or discontent
24855,content
69943,content
67289,neutral or discontent
5079,neutral or discontent
34553,content
98370,neutral or discontent
82226,content
117205,neutral or discontent
16933,neutral or discontent
72005,content
121749,content
45528,content
13030,content
12640,neutral or discontent
79567,neutral or discontent
68132,content
93479,content
66652,content
118755,neutral or discontent
79212,neutral or discontent
85474,neutral or discontent
110671,neutral or discontent
5481,neutral or discontent
88425,neutral or discontent
86314,neutral or discontent
127272,neutral or discontent
21830,neutral or discontent
86506,neutral or discontent
124486,neutral or discontent
124712,neutral or discontent
47461,neutral or discontent
45502,content
65332,content
13882,content
126282,neutral or discontent
115455,neutral or discontent
114529,neutral or discontent
3739,neutral or discontent
32909,neutral or discontent
61043,content
12169,neutral or discontent
89166,neutral or discontent
100413,neutral or discontent
41484,content
81101,content
67598,neutral or discontent
65728,content
107748,neutral or discontent
111504,neutral or discontent
91810,neutral or discontent
113488,neutral or discontent
93322,content
6086,neutral or discontent
72188,content
63450,neutral or discontent
103720,content
16786,content
61434,neutral or discontent
57913,neutral or discontent
